CUI,SNIP,NOMBRE DE LA INVERSIÓN,ESTADO DE LA INVERSIÓN,TIPO DE INVERSIÓN,UNIDAD EJECUTORA DE INVERSIONES (UEI),COSTO DE INVERSIÓN VIABLE / APROBADO,COSTO DE INVERSIÓN ACTUALIZADO,COSTO TOTAL DE LA INVERSIÓN ACTUALIZADO,¿TIENE EXPEDIENTE TÉCNICO O DOCUMENTO EQUIVALENTE?,AVANCE FINANCIERO ACUMULADO,DEVENGADO ACUMULADO AL 2024,¿SE ENCUENTRA PROGRAMADO EN EL PMI?,PIM 2024 EN AVANCE FINANCIERO,PIM 2024,PIM 2023,PIM 2022
2494646,2494646,"MEJORAMIENTO DEL SERVICIO DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD CULLCUTAYA, DISTRITO DE KUNTURKANKI - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KUNTURKANKI,"778,248.8","1,278,232.31","1,278,232.31",SI   ,41.8 %,"533,744.6",NO,0.00,No info. disponible,"126,190.00","131,340.00"
2494684,2494684,MEJORAMIENTO DE LA INFRAESTRUCTURA DEPORTIVA DEL ESTADIO MAX AUGUSTIN DEL DISTRITO DE IQUITOS - PROVINCIA DE MAYNAS - DEPARTAMENTO DE LORETO,CERRADO,PROYECTO DE INVERSION,UEI - GERENCIA REGIONAL DE INFRAESTRUCTURA,"8,719,522.68","13,144,135.63","13,144,135.63",SI   ,0 %,0.00,NO,0.00,No info. disponible,"5,000,000.00",No info. disponible
2494983,2494983,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO QUEROHUASI DEL DISTRITO DE ANDAHUAYLILLAS - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO,ACTIVO,PROYECTO DE INVERSION,UEI EPS SEDACUSCO S.A. DE LA MUNICIPALIDAD PROVINCIAL DEL CUSCO,"2,453,640.88","3,064,621.91","3,064,621.91",SI   ,82.2 %,"2,518,770.00",NO,"87,393.00","87,393.00","1,156,747.00","1,466,580.00"
2495250,2495250,"ADQUISICION DE GENERADOR DE OXIGENO MEDICINAL; CONSTRUCCION DE INFRAESTRUCTURA DE ALMACENAMIENTO; EN EL(LA) EESS LIRCAY - LIRCAY DISTRITO DE LIRCAY, PROVINCIA ANGARAES, DEPARTAMENTO HUANCAVELICA",CERRADO,IOARR,GERENCIA REGIONAL DE INFRAESTRUCTURA,"449,427.39","701,165.85","701,165.85",SI   ,100 %,"701,165.85",NO,"99,850.00","99,850.00","110,172.00",No info. disponible
2495753,2495753,"REPARACION DE VIAS VECINALES; EN EL(LA) ZONA 1 Y ZONA 2 DE LAS COMUNIDADES DEL DISTRITO DE ABANCAY, PROVINCIA ABANCAY, DEPARTAMENTO APURIMAC",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE ABANCAY,"225,958.65","489,121.86","489,121.86",SI   ,9.6 %,"46,729.39",NO,0.00,No info. disponible,No info. disponible,"3,000.00"
2495836,2495836,CREACION DEL SERVICIO DE ELECTRIFICACION EN EL PROGRAMA MUNICIPAL DE VIVIENDA DE WASIÑAUPA DISTRITO DE HUARMEY - PROVINCIA DE HUARMEY - DEPARTAMENTO DE ANCASH,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE HUARMEY,"913,210.24","872,824.38","872,824.38",SI   ,96.5 %,"842,159.96",SI   ,"9,300.00","9,300.00","117,975.00","962,843.00"
2495883,2495883,"CONSTRUCCION DE CENTRAL DE OXIGENO, RED DE SUMINISTRO DE OXIGENO Y CASA DE FUERZA; ADQUISICION DE PLANTA GENERADORA DE OXIGENO MEDICINAL; ADEMÁS DE OTROS ACTIVOS EN EL(LA) EESS HOSPITAL REGIONAL MOQUEGUA - MOQUEGUA DISTRITO DE MOQUEGUA, PROVINCIA MARISCAL NIETO, DEPARTAMENTO MOQUEGUA",ACTIVO,IOARR,UEI DE LA GERENCIA REGIONAL DE INFRAESTRUCTURA,"10,038,659.74","6,793,410.6","6,793,410.6",SI   ,48 %,"3,260,522.58",SI   ,"211,722.00","211,722.00","2,764,186.00","8,018,387.00"
2496025,2496025,"CONSTRUCCION DE CERCO PERIMETRICO, CAPILLA, VEREDA Y COBERTURA; EN EL(LA) CEMENTERIO MUNICIPAL DE TINGO MARIA, DISTRITO DE RUPA-RUPA, PROVINCIA LEONCIO PRADO, DEPARTAMENTO HUANUCO",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE LEONCIO PRADO,"1,832,319.18","1,570,501.78","1,570,501.78",SI   ,13.1 %,"206,493.65",SI   ,"22,000.00","22,000.00","20,000.00","12,400.00"
2496544,2496544,CREACION DE TROCHA CARROZABLE EN EL TRAMO SACCSACURI – CAÑAYPAMPA DEL CENTRO POBLADO DE HOSPICIO DEL DISTRITO DE PARAS - PROVINCIA DE CANGALLO - DEPARTAMENTO DE AYACUCHO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE PARAS,"6,567,593.53","1,295,330.66","1,295,330.66",SI   ,17.4 %,"225,069.68",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2496546,2496546,MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO DEL CANAL HUAYORANCA EN EL DISTRITO DE MARCA - PROVINCIA DE RECUAY - DEPARTAMENTO DE ANCASH,ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL ANCASH,"1,278,674.76","2,349,762.55","2,349,762.55",SI   ,75.5 %,"1,773,967.64",SI   ,"482,027.00","482,027.00","1,624,796.00","2,309,763.00"
2496732,2496732,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR DEL CAMINO VECINAL CA 1544 LA LIBERTAD - YANAHUMA DEL DISTRITO DE OXAMARCA - PROVINCIA DE CELENDIN - DEPARTAMENTO DE CAJAMARCA,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE OXAMARCA,"284,584.00","287,816.49","287,816.49",SI   ,86.6 %,"249,167.8",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2496949,2496949,"CONSTRUCCION DE CERCO PERIMETRICO; EN EL(LA) IE CUTINI CAPILLA - JULI DE LA COMUNIDAD CAMPESINA DE CUTINI CAPILLA DEL CENTRO POBLADO DE SANTIAGO DEL DISTRITO DE JULI, PROVINCIA CHUCUITO, DEPARTAMENTO PUNO",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CHUCUITO - JULI,"117,901.76","117,901.76","117,901.76",SI   ,43.6 %,"51,361.78",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2496966,2496966,"REPARACION DE COBERTURA Y SUMINISTRO DE ENERGIA ELECTRICA; RENOVACION DE AMBIENTE DE DISPENSACION Y EXPENDIO Y SISTEMA Y EQUIPO AUXILIAR; EN EL(LA) MERCADO MUNICIPAL DE ABASTOS DE HUAMACHUCO DISTRITO DE HUAMACHUCO, PROVINCIA SANCHEZ CARRION, DEPARTAMENTO LA LIBERTAD",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION,"623,460.00","564,376.44","564,376.44",SI   ,51.4 %,"290,231.96",SI   ,"296,631.00","296,631.00",No info. disponible,"626,167.00"
2497463,2497463,CREACION DEL CAMPO DEPORTIVO EN LA LOCALIDAD DE SANTA ANA DE PAMPAS DEL DISTRITO DE QUISQUI (KICHKI) - PROVINCIA DE HUANUCO - DEPARTAMENTO DE HUANUCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE QUISQUI,"683,797.00","309,450.94","309,450.94",SI   ,92.4 %,"285,888.03",NO,0.00,No info. disponible,No info. disponible,"23,110.00"
2497735,2497735,"CREACION DEL PARQUE RECREATIVO EN EL SECTOR COLPAMAYO, DISTRITO DE CHOTA - PROVINCIA DE CHOTA - DEPARTAMENTO DE CAJAMARCA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CHOTA,"1,106,044.3","1,404,189.52","1,404,189.52",SI   ,97.6 %,"1,370,396.86",SI   ,100.00,100.00,"62,071.00","894,924.00"
2497742,2497742,"RECONSTRUCCION DE AV. DON BOSCO, DESDE DREN TELEFONICA HASTA AV. RAUL MATA DE LA CRUZ, DISTRITO VEINTISÉIS DE OCTUBRE, PROVINCIA DE PIURA- DEPARTAMENTO DE PIURA",ACTIVO,FUR,UEI DE LA MUNICIPALIDAD DISTRITAL DE VEINTISEIS DE OCTUBRE,"9,207,544.25","13,632,066.3","13,632,066.3",SI   ,33 %,"4,500,487.93",NO,"9,131,578.00","9,131,578.00","4,624,316.00","9,207,545.00"
2497799,2497799,"CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL DEL CAMINO VECINAL 03 TRAMOS, TRAMO I PRIMER ANCACHI, TRAMO II SEGUNDO ANCACHI Y TRAMO III HUANCUAQUE - CONCORPATA EN LA COMUNIDAD CENTRO ARACACHI CHIARAQUI DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"868,672.28","880,091.59","880,091.59",SI   ,26.1 %,"229,756.00",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2497814,2497814,CREACION DEL SERVICIO DEL CAMINO VECINAL DE 02 TRAMOS: TRAMO I SECTOR CHAMBILLA I (0+000 - 0+772.66KM) Y SECTOR CHAMBILLA II TRAMO II (0+000 - 1+043.41KM) EN LA COMUNIDAD ALTO ARACACHI DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"244,775.15","257,785.00","257,785.00",SI   ,54.9 %,"141,639.22",SI   ,0.00,No info. disponible,No info. disponible,No info. disponible
2497873,2497873,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHÍCULAR Y PEATONAL EN LOS JIRONES 28 DE JULIO, AREQUIPA, TÚPAC YUPANQUI, CHUCUITO, TÚPAC AMARU, SANTA ROSA, ARICA, EL SOL, DESAGUADERO, BOLOGNESI Y VICTORIA DEL ÁMBITO URBANO DE LOCALIDAD DE KELLUYO DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"3,219,967.37","3,198,160.65","3,198,160.65",SI   ,53.6 %,"1,713,178.78",NO,0.00,No info. disponible,No info. disponible,"124,284.00"
2498097,2498097,"CREACION DEL SERVICIO DE MOVILIDAD URBANA A TRAVÉS DE PISTAS Y VEREDAS DE LAS LOCALIDADES DE TRAPICHE, PEDREGAL Y SAGOLLO DEL DISTRITO DE LOCUMBA - PROVINCIA DE JORGE BASADRE - DEPARTAMENTO DE TACNA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE,"3,402,577.5","3,041,573.05","3,041,573.05",SI   ,76.8 %,"2,336,321.26",SI   ,"649,254.00","649,254.00","116,485.00","1,318,575.00"
2498177,2498177,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE, ALCANTARILLADO Y PLANTA DE TRATAMIENTO EN EL CENTRO POBLADO DE SANTA BARBARA, DISTRITO DE SAN PABLO - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE SAN PABLO - CUSCO,"3,308,186.25","3,700,829.75","4,639,785.53",SI   ,63.7 %,"2,954,180.39",SI   ,"2,813,802.00","2,813,802.00","1,874,845.00","3,668,771.00"
2498283,2498283,"REMODELACION DE AULA DE EDUCACION SUPERIOR PEDAGOGICA; ADQUISICION DE EQUIPAMIENTO DE AULA; EN EL(LA) I.E.S.P. HNO. VICTORINO ELORZ GOICOECHEA - CAJAMARCA EN LA LOCALIDAD CAJAMARCA, DISTRITO DE CAJAMARCA, PROVINCIA CAJAMARCA, DEPARTAMENTO CAJAMARCA",ACTIVO,IOARR,GERENCIA REGIONAL DE INFRAESTRUCTURA,"2,209,638.65","11,224,868.32","11,275,588.89",SI   ,9.6 %,"1,080,755.3",SI   ,"7,695,389.00","7,695,389.00","70,513.00","5,191,849.00"
2498329,2498329,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA PARA RIEGO EN LA COMUNIDAD DE NINAMARCA DEL DISTRITO DE COLQUEPATA - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE COLQUEPATA,"1,632,914.86","1,510,021.38","1,510,021.38",SI   ,89 %,"1,344,399.34",SI   ,"10,000.00","10,000.00","21,777.00","771,552.00"
2498371,2498371,MEJORAMIENTO DE LA INFRAESTRUCTURA BÁSICA PARA LA PRESTACIÓN DE SERVICIOS DE MANEJO DE LOS RESIDUOS SÓLIDOS EN EL BARRIO PROGRESO DE LA CIUDAD DE PUNO DEL DISTRITO DE PUNO - PROVINCIA DE PUNO - DEPARTAMENTO DE PUNO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PUNO,"1,892,810.52","2,354,118.8","2,354,118.8",SI   ,82.8 %,"1,949,937.68",SI   ,0.00,No info. disponible,"1,152.00","895,185.00"
2498404,2498404,"CREACION DEL SERVICIO DE PROMOCIÓN Y ATENCIÓN DE LAS FAMILIAS EN EL CENTRO POBLADO DE TULACOLLO, PARCIALIDAD FRONTERIZO DE MITA DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"398,803.21","374,439.73","374,439.73",SI   ,36.5 %,"136,562.14",SI   ,0.00,No info. disponible,No info. disponible,No info. disponible
2498406,2498406,"CREACION DEL SERVICIO DE PROMOCION Y ATENCION DE LAS FAMILIAS EN LA COMUNIDAD CARIQUE CHACACOLLO, SECTOR SANTA ROSA DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"287,279.1","288,662.01","288,662.01",SI   ,44 %,"126,969.07",SI   ,0.00,No info. disponible,No info. disponible,No info. disponible
2498425,2498425,"CREACION DE LOS SISTEMAS DE ELECTRIFICACIÓN RURALES DE LOS CASERÍO DE PITURA, SANTA CLARA Y EL PONGO DEL DISTRITO DE YONAN - PROVINCIA DE CONTUMAZA - DEPARTAMENTO DE CAJAMARCA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE YONAN,"1,042,823.86","2,059,283.76","2,059,283.76",SI   ,53.1 %,"1,093,004.71",SI   ,"603,502.00","603,502.00","1,338,170.00","2,039,283.00"
2498553,2498553,CREACION DEL SISTEMA DE ALCANTARILLADO SANITARIO DEL BARRIO LAS FLORES Y LA PTAR DEL CASERÍO MOTIL DEL DISTRITO DE AGALLPAMPA - PROVINCIA DE OTUZCO - DEPARTAMENTO DE LA LIBERTAD,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE AGALLPAMPA,"1,120,055.82","1,276,585.29","1,276,585.29",SI   ,98.9 %,"1,262,551.7",NO,0.00,No info. disponible,No info. disponible,"558,818.00"
2498594,2498594,"CREACION DEL CAMINO VECINAL TRAMO MISKIMAYO - HUAYLLAKUNKA EN EL ANEXO QOLLPAMAYO CENTRAL DEL CENTRO POBLADO DE CONSABAMBA, DEL DISTRITO DE CHECCA - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CHECCA,"342,644.84","341,521.82","341,521.82",SI   ,53 %,"180,988.6",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2498656,2498656,CREACION DE SERVICIOS PUBLICOS INTEGRADOS DE ATENCIÓN AL CIUDADANO EN EL SECTOR NUEVO PROGRESO DE LA COMUNIDAD NUEVO PROGRESO DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"320,354.21","321,946.18","321,946.18",SI   ,40.4 %,"130,150.66",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2498749,2498749,"CONSTRUCCION DE CERCO PERIMETRICO; EN EL(LA) CENTRO DE MEJOR ATENCIÓN AL CIUDADANO EN LA LOCALIDAD WILACOLLO, DISTRITO DE KELLUYO, PROVINCIA CHUCUITO, DEPARTAMENTO PUNO",CERRADO,IOARR,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"195,688.91","195,688.91","195,688.91",SI   ,49.9 %,"97,668.07",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2499032,2499032,"REHABILITACION DE LA INFRAESTRUCTURA DE LA INSTITUCIÓN EDUCATIVA N° 10021 - SAN JOSE (CODIGO LOCAL 275495), DISTRITO Y PROVINCIA DE CHICLAYO, DEPARTAMENTO DE LAMBAYEQUE",ACTIVO,FUR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CHICLAYO,"938,434.72","938,434.72","938,434.72",SI   ,52.1 %,"488,828.19",NO,0.00,0.00,"30,269.00","242,561.00"
2499053,2499053,AMPLIACION DEL SISTEMA ELECTRICO RURAL EN MEDIA Y BAJA TENSION PARA LA ZONA PERIFERICA DEL DISTRITO DE SANTA BARBARA DE CARHUACAYAN - PROVINCIA DE YAULI - DEPARTAMENTO DE JUNIN,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE SANTA BARBARA DE CARHUACAYAN,"339,976.86","367,262.36","367,262.36",SI   ,93.4 %,"343,195.93",NO,0.00,No info. disponible,No info. disponible,"24,018.00"
2499147,2499147,"MEJORAMIENTO DE LA UNIDAD PRODUCTORA DE SERVICIOS DE SALUD, DEL PUESTO DE SALUD YUCAY NIVEL I-1, DISTRITO DE YUCAY - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO",ACTIVO,PROYECTO DE INVERSION,UEIMDNA DE LA MUNICIPALIDAD DISTRITAL DE YUCAY,"2,954,793.7","5,263,423.82","5,263,423.82",SI   ,85.3 %,"4,490,397.67",NO,"77,000.00","77,000.00","214,860.00","3,707,747.00"
2499160,2499160,"CREACION DE SERVICIO DE TRANSITABILIDAD VIAL EN EL CAMINO VECINAL TRAMO (0+000 - 1+399.23) SECTOR PICHACOLLO, CENTRO POBLADO DE TULACOLLO DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"247,779.68","245,008.95","245,008.95",SI   ,17.1 %,"41,943.5",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2499167,2499167,CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL EN EL CAMINO VECINAL TRAMO (0+000 - 3+626.47 ) SECTOR CHOCOTA DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"300,882.4","307,319.04","307,319.04",SI   ,17.5 %,"53,920.00",SI   ,0.00,No info. disponible,No info. disponible,"3,900.00"
2499746,2499746,"REPARACION DE VIAS VECINALES; EN EL(LA) TRAMO: CHACHO DEL DISTRITO DE CALAMARCA - PARUQUE BAJO DEL DISTRITO DE JULCAN, PROVINCIA JULCAN, DEPARTAMENTO LA LIBERTAD",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE JULCAN,"115,062.85","515,095.86","515,095.86",SI   ,71.7 %,"369,481.64",SI   ,"229,449.00","229,449.00","132,562.00","309,845.00"
2499985,2499985,"CREACION DEL SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE PUENTE PEATONAL ENTRE LAS ASOCIACIONES EDUARDO DE LA PINIELLA Y LA ASOCIACIÓN URBANIZADORA JOSÉ LUIS BUSTAMANTE Y RIVERO SECTOR II, DISTRITO DE CERRO COLORADO - PROVINCIA DE AREQUIPA - DEPARTAMENTO DE AREQUIPA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,"502,243.52","1,262,531.29","1,262,531.29",SI   ,76.8 %,"969,399.21",SI   ,"382,377.00","382,377.00","957,190.00","28,850.00"
2499988,2499988,"REPARACION DE COLECTOR PRIMARIO; EN EL(LA) SISTEMA DE ALCANTARILLADO EN LA LOCALIDAD ALAN GARCIA, DISTRITO DE OLMOS, PROVINCIA LAMBAYEQUE, DEPARTAMENTO LAMBAYEQUE",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD DISTRITAL DE OLMOS,"296,066.85","292,892.21","292,892.21",SI   ,5.5 %,"16,046.00",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2500182,2500182,"CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR EN EL CAMINO VECINAL (TRAMO, LICAS - YUCAJACHI - CP CARMEN CCATOPATA - SAYTOCOCHA) DEL DISTRITO DE ACHAYA - PROVINCIA DE AZANGARO - DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ACHAYA,"441,235.66","441,235.66","441,235.66",SI   ,41.5 %,"183,141.75",NO,0.00,No info. disponible,No info. disponible,"59,705.00"
2500183,2500183,"CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR EN EL CAMINO VECINAL (TRAMO, OCCORO - ACCOPUNCO – CHEJCHA MOCCO – CP SAN PEDRO DE COLLANA) DEL DISTRITO DE ACHAYA - PROVINCIA DE AZANGARO - DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ACHAYA,"183,244.23","183,244.23","183,244.23",SI   ,42.9 %,"78,595.00",NO,0.00,No info. disponible,No info. disponible,"17,353.00"
2500235,2500235,MEJORAMIENTO DEL SERVICIO DE TELECOMUNICACIONES EN LA LOCALIDAD DEL DISTRITO DE CHECCA - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CHECCA,"603,628.94","909,018.8","909,018.8",SI   ,41 %,"373,084.00",SI   ,"15,000.00","15,000.00",No info. disponible,"299,288.00"
2500304,2500304,AMPLIACION DE PISTAS Y VEREDAS EN EL C.P NUESTRA SEÑORA DE GUADALUPE DEL DISTRITO DE SALAS - PROVINCIA DE ICA - DEPARTAMENTO DE ICA,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE SALAS,"4,413,051.5","4,934,750.06","4,934,750.06",SI   ,32.2 %,"1,590,604.25",SI   ,"4,147,434.00","4,147,434.00","4,830,957.00","4,894,651.00"
2500682,2500682,CREACION DE SERVICIOS DE PROMOCIÓN Y VIGILANCIA EN EL SECTOR ISCA CHACACOLLO II DE LA COMUNIDAD ALTO ARACACHI DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"329,724.08","338,663.82","338,663.82",SI   ,95.2 %,"322,560.34",NO,0.00,No info. disponible,No info. disponible,"157,205.00"
2500760,2500760,CREACION DEL SERVICIOS DE TRANSITABILIDAD VIAL DEL CAMINO VECINAL TRAMO ( 0+000 HASTA 4+ 772.14) EN LA COMUNIDAD SAN JUAN DE ARACACHI DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"370,943.43","389,950.34","389,950.34",SI   ,28.9 %,"112,701.3",SI   ,0.00,No info. disponible,No info. disponible,No info. disponible
2500782,2500782,"CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL DEL CAMINO VECINAL, SECTOR LIMACHI: TRAMO I (0+000 HASTA 2+113.06), TRAMO II (0+000 HASTA 1+626.52), COMUNIDAD ALTO ARACACHI DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"449,185.69","438,845.41","438,845.41",SI   ,34.5 %,"151,440.05",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2500899,2500899,CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL DE CAMINO VECINAL TRAMO (0+000 HASTA 1+346.14) DE LA PARCIALIDAD PRIMER AYALA DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"218,370.01","218,370.01","218,370.01",SI   ,24.7 %,"53,880.6",NO,0.00,No info. disponible,No info. disponible,"6,100.00"
2501040,2501040,CREACION DE LOS SERVICIOS DEL CENTRO DE DESARROLLO Y FORTALECIMIENTO DE LA FAMILIA EN EL CENTRO POBLADO DE TOTOROMA DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"270,963.76","271,961.87","271,961.87",SI   ,78.3 %,"212,875.19",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2501140,2501140,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DEL PUENTE ENRIQUE P. MEJIA Y VIAS DE ACCESO DEL DISTRITO DE SICUANI - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO,ACTIVO,PROYECTO DE INVERSION,UEI GERENCIA REGIONAL DE GESTION DE PROYECTOS,"15,113,827.77","16,617,654.26","16,778,351.16",SI   ,68.2 %,"11,448,749.62",SI   ,"6,900,000.00","6,900,000.00","2,991,130.00","9,250,281.00"
2501343,2501343,"CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL EN EL CAMINO VECINAL, TRAMO I (0+000 - 1+811.00) TRAMO II (0+000 - 0+609.00) DE LA COMUNIDAD DE CHACOCOLLO DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"410,368.49","456,347.44","456,347.44",SI   ,58 %,"264,824.55",SI   ,0.00,No info. disponible,No info. disponible,"11,059.00"
